"id","adr_province_id","adr_district_id","adr_commune_id","code","name_kh","name_en","reference","created_at","updated_at","deleted_at"
"30","1","1","2","1020211","ព្រែកជីក","Preaek Chik","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"31","1","1","3","1020301","ប្រឡាយចារ៍","Pralay Char","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"32","1","1","3","1020302","រង្វានលិច","Rongvean Lech","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"33","1","1","3","1020303","រង្វានកើត","Rongvean Kaeut","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"34","1","1","3","1020304","ចំណោមលិច","Chamnaom Lech","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"35","1","1","3","1020305","ចំណោមកើត","Chamnaom Kaeut","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"36","1","1","3","1020306","រោងគោដើម","Roung Kou Daeum","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"37","1","1","3","1020307","រោងគោកណ្ដាល","Roung Kou Kandal","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"38","1","1","3","1020308","រោងគោចុង","Roung Kou Chong","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"39","1","1","3","1020309","ពាមរោងគោ","Peam Roung Kou","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"40","1","1","3","1020310","តាសល់","Ta Sal","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"41","1","1","3","1020311","ជួរខ្ចាស់","Chuor Khchas","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"42","1","1","3","1020312","បឹងត្រស់","Boeng Tras","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"43","1","1","3","1020313","ដងត្រាង","Dang Trang","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"44","1","1","3","1020314","ស្រែព្រៃ","Srae Prey","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"45","1","1","3","1020315","បុស្បទន្លាប់","Bos Tonloab","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"46","1","1","3","1020316","តាប៊ុន","Ta  Bun","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"47","1","1","3","1020317","គោកពន្លៃ","Kouk Ponley","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"48","1","1","3","1020318","សាយសាម៉ន","Say Samon","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"49","1","1","4","1020401","គោកបល្ល័ង្ក","Kouk Ballangk","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"50","1","1","4","1020402","តាអន","Ta An","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"51","1","1","4","1020403","ប្រឡាយជ្រៃ","Pralay Chrey","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"52","1","1","4","1020404","ជើងចាប","Cheung Chab","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"53","1","1","4","1020405","ផាត់សណ្ដោង","Phat Sandaong","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"54","1","1","4","1020406","ចារថ្មី","Char Thmei","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"55","1","1","4","1020407","ផ្អាវថ្មី","Ph'av Thmei","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"56","1","1","4","1020408","តាសល់","Ta Sal","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"57","1","1","5","1020501","គយម៉ែង","Koy Maeng","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"58","1","1","5","1020502","ស្ដីលើ","Sdei Leu","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"59","1","1","5","1020503","ផ្លូវសៀម","Phlov Siem","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"60","1","1","5","1020504","តានង","Ta Nong","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"61","1","1","5","1020505","អង្ករខ្មៅ","Angkar Khmau","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"62","1","1","5","1020506","កសាងថ្មី","Kasang Thmei","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"63","1","1","5","1020507","ស្ទឹងចាស់","Stueng Chas","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"64","1","1","5","1020508","ស្ដីក្រោម","Sdei Kraom","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"65","1","1","6","1020601","ភ្នំធំត្បូង","Phnum Thum Tboung","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"66","1","1","6","1020602","ភ្នំប្រាសាទ","Phnum Prasat","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"67","1","1","6","1020603","ភ្នំធំជើង","Phnum Thum Cheung","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"68","1","1","6","1020604","ចំការលោក","Chamkar Louk","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"69","1","1","6","1020605","ភ្នំធំថ្មី","Phnum Thum Thmei","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"70","1","1","6","1020606","អន្លង់ស្ដី","Anlong Sdei","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"71","1","1","6","1020607","គោកធ្លង់កើត","Kouk Thlong Kaeut","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"72","1","1","6","1020608","គោកធ្លង់កណ្ដាល","Kouk Thlong Kandal","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"73","1","1","6","1020609","អូរស្ងួត","Ou Snguot","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"74","1","1","6","1020610","អូរប្រាសាទ","Ou Prasat","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"75","1","1","6","1020611","គោកអំពិល","Kouk Ampil","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"76","1","1","6","1020612","រ៉ាចំការចេក","Ra Chamkar Chek","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"77","1","1","6","1020613","ពោធិ៍រៀង","Pou Rieng","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"78","1","1","6","1020614","រូងក្របៅ","Rung Krabau","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"79","1","1","7","1020701","ភ្នំតូចត្បូង","Phnum Touch Tboung","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"80","1","1","7","1020702","ភ្នំតូចជើង","Phnum Touch Cheung","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"81","1","1","7","1020703","ថ្នល់បត់","Thnal Bat","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"82","1","1","7","1020704","អូរញរ","Ou Nhor","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"83","1","1","7","1020705","បឹងត្រស់","Boeng Tras","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"84","1","1","7","1020706","មនោរម្យ","Monourom","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"85","1","1","7","1020707","ប៉ោយតាសេក","Paoy Ta Sek","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"86","1","1","7","1020708","ព្រៃទទឹង","Prey Totueng","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"87","1","1","7","1020709","បឹងរាំង","Boeng Reang","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"88","1","1","7","1020710","វត្ដថ្មី","Voat Thmei","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"89","1","1","8","1020801","ពោធិ៍ពីរដើម","Pou Pir Daeum","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"90","1","1","8","1020802","រហាត់ទឹក","Rohat Tuek","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"91","1","1","8","1020803","ថ្នល់បត់","Thnal Bat","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"92","1","1","8","1020804","ក្រមល់","Kramol","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"93","1","1","8","1020805","ខ្ទុំជ្រុំ","Khtum Chrum","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"94","1","1","8","1020806","ចកលិច","Chak Lech","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"95","1","1","8","1020807","ដូនមូល","Doun Mul","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"96","1","1","8","1020808","ព្រែកសំរោង","Preaek Samraong","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"97","1","1","8","1020809","អូរដង្កោ","Ou Dangkao","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"98","1","1","8","1020810","ចំការចេក","Chamkar Chek","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"99","1","1","8","1020811","អូរជួប","Ou Chuob","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"100","1","1","8","1020812","កស្វាយ","Ka Svay","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"101","1","1","8","1020813","ចកកើត","Chak Kaeut","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"102","1","1","9","1020901","អញ្ចាញ","Anhchanh","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"103","1","1","9","1020902","នាងកេត","Neang Ket","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"104","1","1","9","1020903","ព្រែករពៅ","Praek Ropov","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"105","1","1","9","1020904","សាលាដែង","Sala Daeng","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"106","1","1","9","1020905","សំរោង","Samraong","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"107","1","1","9","1020906","អន្លង់មានទ្រព្យ","Anlong Mean Troap","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"108","1","1","9","1020907","ចំការតាដោក","Chamkar Ta Daok","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"109","1","1","9","1020908","ប្រទ្បាយហ្លួងក្រោម","Pralay Luong Kraom","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"110","1","1","9","1020909","ហ្លួង","Luong","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"111","1","1","9","1020910","អូរតាគល់","Ou Ta Kol","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"112","1","1","9","1020911","ប្រទ្បាយហ្លួងលើ","Pralay Luong Leu","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"113","1","1","9","1020912","គោកស្វាយ","Kouk Svay","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"114","1","1","9","1020913","អូរតាម៉ា","Ou Ta Ma","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"115","1","1","9","1020914","កោះកែវ","Kaoh Kaev","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"116","1","1","9","1020915","ផាស៊ីស្រា","Phasi Sra","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"117","1","1","9","1020916","ឫស្សីក្រោក","Ruessei Kraok","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"118","1","1","9","1020917","ជំទាវ","Chumteav","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"119","1","1","10","1021001","ឆ្នើមមាស","Chhnaeum Meas","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"120","1","1","10","1021002","ស្រណាល","Sranal","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"121","1","1","10","1021003","ឡ","La","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"122","1","1","10","1021004","តាមែងពក","Ta Meaeng Pok","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"123","1","1","10","1021005","សំបួរ","Sambuor","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"124","1","1","10","1021006","ដូនឡឹក","Doun Loek","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"125","1","1","10","1021007","ក្បាលក្របី","Kbal Krabei","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"126","1","1","10","1021008","ស្រះឈូក","Srah Chhuk","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"127","1","1","10","1021009","ស្រែព្រៃ","Srae Prey","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"128","1","1","10","1021010","ចែកអង្ករ","Chaek Angkar","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"129","1","1","10","1021011","ថ្មដប់","Thma Dab","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"130","1","1","11","1021101","តាម៉ៅ","Ta Mau","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"131","1","1","11","1021102","អន្សមចេក","Ansam Chek","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"132","1","1","11","1021103","ត្នោត","Tnaot","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"133","1","1","11","1021104","បួរ","Buor","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"134","1","1","11","1021105","បុស្សឡោក","Bos Laok","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"135","1","1","11","1021106","សឿ","Soea","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"136","1","1","11","1021107","បឹងតូច","Boeng Touch","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"137","1","1","11","1021108","ផ្លូវដំរីលើ","Phlov Damrei Leu","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"138","1","1","11","1021109","ផ្លូវដំរីក្រោម","Phlov Damrei Kraom","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"139","1","1","11","1021110","អូរសឿ","Ou Soea","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"140","1","1","11","1021111","គោកសំរោង","Kouk Samraong","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"141","1","1","11","1021112","បល្ល័ង្គជ្រៃ","Balang Chrey","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"142","1","1","11","1021113","អូរជួបថ្មី","Ou Choub Thmey","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"143","1","1","12","1021201","តាអ៊ិន១","Ta In Muoy","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"144","1","1","12","1021202","តាអ៊ិន២","Ta In Pir","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"145","1","1","12","1021203","ក្រូច","Krouch","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"146","1","1","12","1021204","ចំការចេក","Chamkar Chek","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"147","1","1","12","1021205","ស្រះរាំង","Srah Reang","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"148","1","1","12","1021206","តាចាន់","Ta Chan","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"149","1","1","12","1021207","គោកស្រុក","Kouk Srok","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"150","1","1","12","1021208","គោកច្រាប","Kouk Chrab","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"151","1","1","12","1021209","គោកក្រសាំង","Kouk Krasang","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"152","1","1","13","1021301","ព្រះស្រែ","Preah Srae","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"153","1","1","13","1021302","តាឡំកណ្ដាល","Ta Lam Kandal","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"154","1","1","13","1021303","តាឡំចុង","Ta Lam Chong","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"155","1","1","13","1021304","បឹងឃ្លាំងលិច","Boeng Khleang Lech","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"156","1","1","13","1021305","ចុងគោក","Chong Kouk","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"157","1","1","13","1021306","បឹងឃ្លាំងកើត","Boeng Khleang Kaeut","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"158","1","1","13","1021307","ខ្លាខាំឆ្កែ","Khla Kham Chhkae","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"159","1","1","13","1021308","បឹងវែង","Boeng Veaeng","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"160","1","2","14","1030101","រង្វាន","Rongvean","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"161","1","2","14","1030102","ថ្មីខាងត្បូង","Thmei Khang Tboung","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"162","1","2","14","1030103","ថ្មីខាងជើង","Thmei Khang Cheung","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"163","1","2","14","1030104","គោកយាង","Kouk Yeang","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"164","1","2","14","1030105","គោកចាស់","Kouk Chas","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"165","1","2","14","1030106","ច្រាប","Chrab","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"166","1","2","14","1030107","កន្ទួត","Kantuot","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"167","1","2","14","1030108","ណាំតៅ","Nam Tau","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"168","1","2","14","1030109","ពង្រ","Pongro","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"169","1","2","14","1030110","សំរោង","Samraong","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"170","1","2","14","1030111","ក្នាំង","Khnang","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"171","1","2","14","1030112","ធ្នង់ខាងត្បូង","Thnong Khang Tboung","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"172","1","2","14","1030113","ធ្នង់ខាងជើង","Thnong Khang Cheung","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"173","1","2","14","1030114","ស្លែង","Slaeng","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"174","1","2","14","1030115","តាគង់","Takong","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"175","1","2","14","1030116","យាងឧត្ដម","Yeang Otdam","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"176","1","2","14","1030117","អំពិលកោង","Ampil Kaong","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"177","1","2","14","1030118","កុងសៀម","Kong Siem","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"178","1","2","15","1030201","ប៉ោយស្នួល","Paoy Snuol","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"179","1","2","15","1030202","ប៉ោយចារ","Paoy Char","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"180","1","2","15","1030203","ត្រពាំងថ្មត្បូង","Trapeang Thma Tboung","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"181","1","2","15","1030204","ត្រពាំងថ្មជើង","Trapeang Thma Cheung","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"182","1","2","15","1030205","ត្រពាំងថ្មកណ្ដាល","Trapeang Thma Kandal","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"183","1","2","15","1030206","ប៉ោយតាអុង","Paoy Ta Ong","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"184","1","2","15","1030207","សំបួរ","Sambuor","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"185","1","2","15","1030208","ពង្រ","Pongro","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"186","1","2","16","1030301","តាវង","Ta Vong","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"187","1","2","16","1030302","ពន្លៃ","Ponley","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"188","1","2","16","1030303","ស្វាយស","Svay Sa","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"189","1","2","16","1030304","ស្វាយខ្មៅ","Svay Khmau","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"190","1","2","16","1030305","គោគតាសុខ","Kouk Ta Sokh","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"191","1","2","16","1030306","ពោធិ៍រាំបុណ្យ","Pou Roam Bon","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"192","1","2","17","1030401","រោគ","Rouk","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"193","1","2","17","1030402","មុខឈ្នាង","Mukh Chhneang","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"194","1","2","17","1030403","ស្ពាន","Spean","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"195","1","2","17","1030404","គោកចារ","Kouk Char","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"196","1","2","17","1030405","កណ្ដាល","Kandal","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"197","1","2","17","1030406","ពង្រ","Pongro","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"198","1","2","18","1030501","មាត់ស្រះ","Moat Srah","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"199","1","2","18","1030502","ស្រះឈូកខាងលិច","Srah Chhuk Khang Lech","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"200","1","2","18","1030503","ស្រះជីក","Srah Chik","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"201","1","2","18","1030504","គោកក្រោល","Kouk Kral","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"202","1","2","18","1030505","គោករំចេក","Kouk Rumchek","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"203","1","2","18","1030506","គោកតារាជ្យ","Kouk Ta Reach","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"204","1","2","18","1030507","កណ្ដាលខាងលិច","Kandal Khang Lech","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"205","1","2","18","1030508","កណ្ដាលខាងកើត","Kandal Khang Kaeut","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"206","1","2","18","1030509","ស្រះឈូកខាងកើត","Srah Chhuk Khang Kaeut","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"207","1","2","19","1030601","ភ្នំដី","Phnum Dei","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"208","1","2","19","1030602","ពន្លៃ","Ponley","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"209","1","2","19","1030603","គោកសេះ","Kouk Seh","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"210","1","2","19","1030604","ថ្នល់ដាច់","Thnal Dach","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"211","1","2","19","1030605","បុស្បូវ","Bos Sbov","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"212","1","2","19","1030606","ត្រពាំងប្រីយ៍","Trapeang Prei","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"213","1","2","19","1030607","កំពីងពួយ","Kamping Puoy","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"214","1","2","19","1030608","ស្ពានក្មេង","Spean Khmeng","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"215","1","2","19","1030609","ត្រាង","Trang","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"216","1","3","20","1040101","សំរោងតូច","Samraong Touch","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"217","1","3","20","1040102","គោកពង្រ","Kouk Pongro","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"218","1","3","20","1040103","ថ្មគោល","Thma Koul","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"219","1","3","20","1040104","ប្រពុត","Proput","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"220","1","3","20","1040105","បន្ទាត់បោះ","Bantoat Baoh","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"221","1","3","20","1040106","គោកទ្រាស","Kouk Treas","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"222","1","3","20","1040107","ឈ្នួរ","Chhnuor","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"223","1","3","20","1040108","សំរោងធំ","Samraong Thum","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"224","1","3","20","1040109","ឫស្សីខាង","Ruessei Khang","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
"225","1","3","20","1040110","ឫស្សីកណ្ដាល","Ruessei Kandal","","2024-02-20 16:34:17","2024-02-20 16:34:17",""
